title,author,rating,ratings,score,link,autors link
Конармия. Одесские Рассказы.,Isaac Babel, 4.12 ,1.007,131,https://www.goodreads.com/book/show/6266297,https://www.goodreads.com/author/show/34055.Isaac_Babel
Big Mac,Serhiy Zhadan, 3.78 ,196,130,https://www.goodreads.com/book/show/8867205-big-mac,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan
Петербургские повести,Nikolai Gogol, 4.16 ,6.395,128,https://www.goodreads.com/book/show/13016149,https://www.goodreads.com/author/show/232932.Nikolai_Gogol
Соня,Kateryna Babkina, 3.75 ,114,127,https://www.goodreads.com/book/show/18751618,https://www.goodreads.com/author/show/8182679.Kateryna_Babkina
Мина Мазайло,Mykola Kulish, 3.96 ,520,126,https://www.goodreads.com/book/show/16069036,https://www.goodreads.com/author/show/2526235.Mykola_Kulish
Intent! Oder Die Spiegel des Todes,Lyubko Deresh, 3.46 ,411,125,https://www.goodreads.com/book/show/8476300-intent-oder-die-spiegel-des-todes,https://www.goodreads.com/author/show/14159666.Lyubko_Deresh
Неймовірні детективи,Vsevolod Nestayko, 4.39 ,36,121,https://www.goodreads.com/book/show/17453288,https://www.goodreads.com/author/show/5156729.Vsevolod_Nestayko
Мисливські усмішки,Ostap Vyshnya, 3.94 ,196,117,https://www.goodreads.com/book/show/16050211,https://www.goodreads.com/author/show/6541776.Ostap_Vyshnya
Бояриня,Lesia Ukrainka, 4.39 ,199,109,https://www.goodreads.com/book/show/23337337,https://www.goodreads.com/author/show/5128588.Lesia_Ukrainka
М'яч у пітьмі,Остап Сливинський, 4.12 ,8,106,https://www.goodreads.com/book/show/18720117,https://www.goodreads.com/author/show/7363488._
Таємниця,Юрій Андрухович, 3.74 ,228,105,https://www.goodreads.com/book/show/12566747,https://www.goodreads.com/author/show/20574188._
Андрій Лаговський,Агатангел Кримський, 4.37 ,27,103,https://www.goodreads.com/book/show/20317934,https://www.goodreads.com/author/show/7704099._
Bald Maiden Mountain,Sergej Golovachov (Goodreads Author), 5.00 ,2,100,https://www.goodreads.com/book/show/12192745-bald-maiden-mountain,https://www.goodreads.com/author/show/5082459.Sergej_Golovachov
Маджонг,Alexey Nikitin, 3.94 ,17,100,https://www.goodreads.com/book/show/10409554,https://www.goodreads.com/author/show/4527895.Alexey_Nikitin
What is Told,Askold Melnyczuk, 3.94 ,102,100,https://www.goodreads.com/book/show/2029572.What_is_Told,https://www.goodreads.com/author/show/175533.Askold_Melnyczuk
На запах м'яса,Liuko Dashvar, 3.95 ,400,100,https://www.goodreads.com/book/show/18598165,https://www.goodreads.com/author/show/5315530.Liuko_Dashvar
Герой передмістя,Іван Керницький, 4.50 ,4,100,https://www.goodreads.com/book/show/26878305,https://www.goodreads.com/author/show/14439604._
Жертва забутого майстра,Євгенія Кононенко, 3.75 ,8,100,https://www.goodreads.com/book/show/22846743,https://www.goodreads.com/author/show/7412383._
Dziesięć słów o ojczyźnie,Oleksij Tschupa, 3.42 ,53,100,https://www.goodreads.com/book/show/33838416-dziesi-s-w-o-ojczy-nie,https://www.goodreads.com/author/show/19150447.Oleksij_Tschupa
Summa,Yuri Izdryk, 4.06 ,50,100,https://www.goodreads.com/book/show/30225638-summa,https://www.goodreads.com/author/show/5188382.Yuri_Izdryk
Duel,Borys Antonenko-Davydovych, 3.00 ,4,100,https://www.goodreads.com/book/show/3857741-duel,https://www.goodreads.com/author/show/156215.Borys_Antonenko_Davydovych
Het zware zand,Anatoli Rybakov, 4.46 ,505,100,https://www.goodreads.com/book/show/12883117-het-zware-zand,https://www.goodreads.com/author/show/7074786.Anatoli_Rybakov
Blauwal der Erinnerung,Tanja Maljartschuk, 3.51 ,65,100,https://www.goodreads.com/book/show/44165661-blauwal-der-erinnerung,https://www.goodreads.com/author/show/7135040.Tanja_Maljartschuk
Easter Eggs for Anya: A Ukrainian Celebration of New Life in Christ,Virginia L. Kroll, 3.97 ,35,100,https://www.goodreads.com/book/show/288837.Easter_Eggs_for_Anya,https://www.goodreads.com/author/show/62022.Virginia_L_Kroll
Wave of Terror,Theodore Odrach, 4.05 ,134,100,https://www.goodreads.com/book/show/2402650.Wave_of_Terror,https://www.goodreads.com/author/show/1072930.Theodore_Odrach
"Маша, або Постфашизм",Jaroslavas Melnikas, 4.09 ,422,100,https://www.goodreads.com/book/show/29979237,https://www.goodreads.com/author/show/7033112.Jaroslavas_Melnikas
Tük,Арт Антонян (Goodreads Author), 4.40 ,5,100,https://www.goodreads.com/book/show/61145126-t-k,https://www.goodreads.com/author/show/21273675._
Maiden Mountain,Sergej Golovachov (Goodreads Author), 4.00 ,5,99,https://www.goodreads.com/book/show/12192746-maiden-mountain,https://www.goodreads.com/author/show/5082459.Sergej_Golovachov
The Green Library,Janice Kulyk Keefer, 3.45 ,40,99,https://www.goodreads.com/book/show/1585714.The_Green_Library,https://www.goodreads.com/author/show/226093.Janice_Kulyk_Keefer
"Дракони, вперед!",Катя Штанко, 4.36 ,36,99,https://www.goodreads.com/book/show/23595682,https://www.goodreads.com/author/show/9869964._
50 відсотків рації,Олександр Бойченко, 4.45 ,84,99,https://www.goodreads.com/book/show/28792344-50,https://www.goodreads.com/author/show/5267642._
АМ-тм,Yuri Izdryk, 3.37 ,91,99,https://www.goodreads.com/book/show/12667783--,https://www.goodreads.com/author/show/5188382.Yuri_Izdryk
Мор,Валерій Шевчук, 3.80 ,5,99,https://www.goodreads.com/book/show/21948266,https://www.goodreads.com/author/show/5820760._
Kinderen van de Arbat (Arbat tetralogy #1),Anatoli Rybakov, 4.20 ,4.089,99,https://www.goodreads.com/book/show/1485102.Kinderen_van_de_Arbat,https://www.goodreads.com/author/show/7074786.Anatoli_Rybakov
Mesopotamien,Serhiy Zhadan, 3.93 ,811,99,https://www.goodreads.com/book/show/25821348-mesopotamien,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan
Радіо Ніч,Юрій Андрухович, 3.88 ,234,99,https://www.goodreads.com/book/show/56137492,https://www.goodreads.com/author/show/20574188._
Strawberry Fields,Marina Lewycka, 3.51 ,6.942,98,https://www.goodreads.com/book/show/7888613-strawberry-fields,https://www.goodreads.com/author/show/41814.Marina_Lewycka
Інші дні Анни,Taras Prokhasko, 4.32 ,75,98,https://www.goodreads.com/book/show/10470138,https://www.goodreads.com/author/show/4632942.Taras_Prokhasko
Співіснування,Halyna Kruk, 4.53 ,17,98,https://www.goodreads.com/book/show/29604065,https://www.goodreads.com/author/show/7105515.Halyna_Kruk
Флешка-2GB,Yuri Izdryk, 3.78 ,32,98,https://www.goodreads.com/book/show/13481633--2gb,https://www.goodreads.com/author/show/5188382.Yuri_Izdryk
Аптекар,Yuri Vynnychuk, 4.21 ,283,98,https://www.goodreads.com/book/show/26271898,https://www.goodreads.com/author/show/4454935.Yuri_Vynnychuk
"1935 en volgende jaren (Arbat tetralogy, #2)",Anatoli Rybakov, 4.28 ,186,98,https://www.goodreads.com/book/show/7594544-1935-en-volgende-jaren,https://www.goodreads.com/author/show/7074786.Anatoli_Rybakov
Roter Hunger: Stalins Krieg gegen die Ukraine - Mit zahlreichen Abbildungen,Anne Applebaum, 4.39 ,5.015,98,https://www.goodreads.com/book/show/51263933-roter-hunger,https://www.goodreads.com/author/show/64761.Anne_Applebaum
малий український роман,Andriy Lyubka, 3.63 ,155,98,https://www.goodreads.com/book/show/55249702,https://www.goodreads.com/author/show/8144351.Andriy_Lyubka
The Spider's Gift: A Ukrainian Christmas Story,Eric A. Kimmel, 3.90 ,106,97,https://www.goodreads.com/book/show/2020815.The_Spider_s_Gift,https://www.goodreads.com/author/show/2602.Eric_A_Kimmel
When Luba Leaves Home: Stories,Irene Zabytko (Goodreads Author), 3.42 ,36,97,https://www.goodreads.com/book/show/781984.When_Luba_Leaves_Home,https://www.goodreads.com/author/show/410869.Irene_Zabytko
Кавовий присмак кориці,Лариса Денисенко, 3.50 ,42,97,https://www.goodreads.com/book/show/17253396,https://www.goodreads.com/author/show/4414450._
Далекий простір,Jaroslavas Melnikas, 3.89 ,291,97,https://www.goodreads.com/book/show/20320361,https://www.goodreads.com/author/show/7033112.Jaroslavas_Melnikas
"Доба. Сповідь молодого ""бандерівця""",Антін Мухарський, 4.05 ,55,97,https://www.goodreads.com/book/show/17341213,https://www.goodreads.com/author/show/6925797._
Капітан Алоїз,Олександр Гаврош, 3.86 ,7,97,https://www.goodreads.com/book/show/24959067,https://www.goodreads.com/author/show/7395130._
"Стовп самодержавства, або 12 справ Івана Карповича Підіпригори (Іван Підіпригора, #1)",Владислав Івченко, 4.33 ,33,97,https://www.goodreads.com/book/show/15721900-12,https://www.goodreads.com/author/show/6557013._
Подвійний Леон. Іsтоrія хвороби,Yuri Izdryk, 3.68 ,25,97,https://www.goodreads.com/book/show/4556776-s-r,https://www.goodreads.com/author/show/5188382.Yuri_Izdryk
АDЕПТ,Володимир Єшкілєв, 3.71 ,14,97,https://www.goodreads.com/book/show/22304270-d,https://www.goodreads.com/author/show/6551607._
Angst (Arbat tetralogy #3),Anatoli Rybakov, 4.44 ,705,97,https://www.goodreads.com/book/show/12882928-angst,https://www.goodreads.com/author/show/7074786.Anatoli_Rybakov
"Сестро, Сестро: Повісті та Оповідання",Oksana Zabuzhko, 4.01 ,135,97,https://www.goodreads.com/book/show/2627367,https://www.goodreads.com/author/show/135444.Oksana_Zabuzhko
Graue Bienen,Andrey Kurkov, 4.21 ,1.493,97,https://www.goodreads.com/book/show/45415707-graue-bienen,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Невеличка драма,Valerian Pidmohylny, 4.46 ,171,97,https://www.goodreads.com/book/show/25458973,https://www.goodreads.com/author/show/6877491.Valerian_Pidmohylny
The magic wand,Yuri Yarmish, 4.67 ,3,97,https://www.goodreads.com/book/show/10242872-the-magic-wand,https://www.goodreads.com/author/show/13547881.Yuri_Yarmish
Армія без держави,Тарас Бульба-Боровець, 4.00 ,16,96,https://www.goodreads.com/book/show/15849425,https://www.goodreads.com/author/show/6477984._
Crossing The Border,Ksenia Rychtycka (Goodreads Author), 4.63 ,19,96,https://www.goodreads.com/book/show/16112054-crossing-the-border,https://www.goodreads.com/author/show/6565830.Ksenia_Rychtycka
Залишенець,Vasyl Shkliar, 4.38 ,985,96,https://www.goodreads.com/book/show/11174414,https://www.goodreads.com/author/show/16164554.Vasyl_Shkliar
Олюнька,Андрій Чайковський, 4.21 ,19,96,https://www.goodreads.com/book/show/23317187,https://www.goodreads.com/author/show/7336890._
Химери дикого поля,Владислав Івченко, 4.32 ,19,96,https://www.goodreads.com/book/show/23704986,https://www.goodreads.com/author/show/6557013._
Нечиста сила,Василь Королів-Старий, 4.60 ,65,96,https://www.goodreads.com/book/show/28432668,https://www.goodreads.com/author/show/13928356._
Три сторони медалі. Аверс,Геннадій Тітов, 4.00 ,5,96,https://www.goodreads.com/book/show/45710714,https://www.goodreads.com/author/show/19017328._
"Stof en As (Arbat tetralogy, #4)",Anatoli Rybakov, 4.45 ,535,96,https://www.goodreads.com/book/show/13142352-stof-en-as,https://www.goodreads.com/author/show/7074786.Anatoli_Rybakov
"""І знов я влізаю в танк…"". Вибрані тексти 2012–2016: Статті, есе, інтерв’ю, спогади.",Oksana Zabuzhko, 4.70 ,142,96,https://www.goodreads.com/book/show/31847423-2012-2016,https://www.goodreads.com/author/show/135444.Oksana_Zabuzhko
"І будуть люди (І будуть люди, #1-3)",Anatoliy Dimarov, 4.45 ,66,96,https://www.goodreads.com/book/show/57439144,https://www.goodreads.com/author/show/7954754.Anatoliy_Dimarov
Пітьма вогнища не розпалює…,Олесь Бердник, 4.62 ,8,95,https://www.goodreads.com/book/show/15849212,https://www.goodreads.com/author/show/6477902._
The House of Widows,Askold Melnyczuk, 3.51 ,67,95,https://www.goodreads.com/book/show/2452305.The_House_of_Widows,https://www.goodreads.com/author/show/175533.Askold_Melnyczuk
З мапи книг і людей,Oksana Zabuzhko, 4.54 ,70,95,https://www.goodreads.com/book/show/16095063,https://www.goodreads.com/author/show/135444.Oksana_Zabuzhko
Пацики,Анатолій Дністровий, 4.22 ,95,95,https://www.goodreads.com/book/show/17340881,https://www.goodreads.com/author/show/4665365._
"Найкращий сищик імперії на службі приватного капіталу (Іван Підіпригора, #2)",Владислав Івченко, 4.05 ,20,95,https://www.goodreads.com/book/show/25988784,https://www.goodreads.com/author/show/6557013._
Березіль,Лесь Курбас, 4.00 ,1,95,https://www.goodreads.com/book/show/28100270,https://www.goodreads.com/author/show/14737723._
Afgunst,Yury Olesha, 3.73 ,3.296,95,https://www.goodreads.com/book/show/17279077-afgunst,https://www.goodreads.com/author/show/63475.Yury_Olesha
Хроніки від Фортінбраса. Вибрана есеїстика 90-х,Oksana Zabuzhko, 4.17 ,36,95,https://www.goodreads.com/book/show/2627373-90-,https://www.goodreads.com/author/show/135444.Oksana_Zabuzhko
Чаша Амріти,Олесь Бердник, 4.43 ,14,94,https://www.goodreads.com/book/show/15849217,https://www.goodreads.com/author/show/6477902._
Крик,Юрій Завадський, 4.00 ,1,94,https://www.goodreads.com/book/show/16059192,https://www.goodreads.com/author/show/6545151._
Ambassador of the Dead,Askold Melnyczuk, 3.90 ,97,94,https://www.goodreads.com/book/show/304676.Ambassador_of_the_Dead,https://www.goodreads.com/author/show/175533.Askold_Melnyczuk
Молоко з кров'ю,Liuko Dashvar, 4.12 ,547,94,https://www.goodreads.com/book/show/12708057,https://www.goodreads.com/author/show/5315530.Liuko_Dashvar
Нарис історії середньовічної та ранньомодерної України,Наталя Яковенко, 4.57 ,47,94,https://www.goodreads.com/book/show/10466619,https://www.goodreads.com/author/show/4631678._
Жити-пити,Oksana Zabuzhko, 3.44 ,34,94,https://www.goodreads.com/book/show/20945877--,https://www.goodreads.com/author/show/135444.Oksana_Zabuzhko
Биті Є. Макс,Liuko Dashvar, 3.89 ,195,93,https://www.goodreads.com/book/show/15765768,https://www.goodreads.com/author/show/5315530.Liuko_Dashvar
Gogol and the Ukrainian Night,Yevhen Sverstiuk, 5.00 ,1,93,https://www.goodreads.com/book/show/21417483-gogol-and-the-ukrainian-night,https://www.goodreads.com/author/show/135422.Yevhen_Sverstiuk
Сьомга,Sofia Andrukhovych, 3.49 ,93,93,https://www.goodreads.com/book/show/9577561,https://www.goodreads.com/author/show/4425923.Sofia_Andrukhovych
День кота,Катерина Булах, 2.67 ,3,93,https://www.goodreads.com/book/show/18428772,https://www.goodreads.com/author/show/7249082._
Камінний хрест,Василь Стефаник, 3.57 ,328,93,https://www.goodreads.com/book/show/6316250,https://www.goodreads.com/author/show/2868377._
Зло,Людмила Баграт, 3.21 ,14,93,https://www.goodreads.com/book/show/30734946,https://www.goodreads.com/author/show/15395683._
Ode aan de voetganger,Anna Akhmatova, 3.83 ,18,93,https://www.goodreads.com/book/show/18164649-ode-aan-de-voetganger,https://www.goodreads.com/author/show/99703.Anna_Akhmatova
Після третього дзвінка вхід до зали забороняється,Oksana Zabuzhko, 4.40 ,47,93,https://www.goodreads.com/book/show/36610873,https://www.goodreads.com/author/show/135444.Oksana_Zabuzhko
Ели воду из-под крана,Fozzy, 3.93 ,41,92,https://www.goodreads.com/book/show/10077553--,https://www.goodreads.com/author/show/4251102.Fozzy
Дівчина з ведмедиком. Болотяна лукроза,В. Домонтович, 4.33 ,106,92,https://www.goodreads.com/book/show/17623084,https://www.goodreads.com/author/show/6895169._
Павлік Морозов,Лесь Подерв'янський, 3.91 ,43,92,https://www.goodreads.com/book/show/21964035,https://www.goodreads.com/author/show/7075617._
Владимир,Semen Skljarenko, 4.35 ,49,92,https://www.goodreads.com/book/show/18309619,https://www.goodreads.com/author/show/20184211.Semen_Skljarenko
De twaalf stoelen,Ilya Ilf, 4.41 ,21.778,92,https://www.goodreads.com/book/show/10705809-de-twaalf-stoelen,https://www.goodreads.com/author/show/4731222.Ilya_Ilf
Дівчатка,Oksana Zabuzhko, 3.90 ,21,92,https://www.goodreads.com/book/show/17932530,https://www.goodreads.com/author/show/135444.Oksana_Zabuzhko
Antenne,Serhiy Zhadan, 4.57 ,208,92,https://www.goodreads.com/book/show/60535647-antenne,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan
Winter Sport,Fozzy, 3.91 ,22,91,https://www.goodreads.com/book/show/11965801-winter-sport,https://www.goodreads.com/author/show/4251102.Fozzy
Биті є. Макар,Liuko Dashvar, 3.81 ,250,91,https://www.goodreads.com/book/show/13477793,https://www.goodreads.com/author/show/5315530.Liuko_Dashvar
Подорож із Мамайотою в пошуках України,Артем Чапай, 3.95 ,21,91,https://www.goodreads.com/book/show/15823070,https://www.goodreads.com/author/show/8703869._
Святослав,Semen Skljarenko, 4.34 ,58,91,https://www.goodreads.com/book/show/21471506,https://www.goodreads.com/author/show/20184211.Semen_Skljarenko
Confession sexuelle d'un anonyme russe,Anonymous, 3.45 ,66,91,https://www.goodreads.com/book/show/2310968.Confession_sexuelle_d_un_anonyme_russe,https://www.goodreads.com/author/show/5158478.Anonymous
Het gouden kalf,Ilya Ilf, 4.44 ,7.912,91,https://www.goodreads.com/book/show/17235516-het-gouden-kalf,https://www.goodreads.com/author/show/4731222.Ilya_Ilf
Вызывной канал,Антон Санченко, 4.75 ,4,90,https://www.goodreads.com/book/show/12922457,https://www.goodreads.com/author/show/6479659._
Роксолана,Pavlo Zahrebelnyi, 4.17 ,484,90,https://www.goodreads.com/book/show/9510706,https://www.goodreads.com/author/show/847841.Pavlo_Zahrebelnyi
De geschiedenis van een paard,Isaac Babel, 3.48 ,25,90,https://www.goodreads.com/book/show/17840449-de-geschiedenis-van-een-paard,https://www.goodreads.com/author/show/34055.Isaac_Babel
In Isolation: Dispatches from Occupied Donbas,Stanislav Aseyev, 4.55 ,40,90,https://www.goodreads.com/book/show/59514528-in-isolation,https://www.goodreads.com/author/show/21630026.Stanislav_Aseyev
Een lot uit de loterij,Sholom Aleichem, 4.00 ,4,89,https://www.goodreads.com/book/show/13516930-een-lot-uit-de-loterij,https://www.goodreads.com/author/show/18362.Sholom_Aleichem
«Світлий шлях»: історія одного концтабору,Станіслав Асєєв, 4.84 ,281,89,https://www.goodreads.com/book/show/55829619,https://www.goodreads.com/author/show/18148543._
Розбійник Пинтя у Заклятому місті,Олександр Гаврош, 4.38 ,16,88,https://www.goodreads.com/book/show/18818735,https://www.goodreads.com/author/show/7395130._
Хазяїн,Іван Карпенко-Карий, 3.89 ,139,88,https://www.goodreads.com/book/show/16069099,https://www.goodreads.com/author/show/6549443._
Het geheim van Rakitne,Dovid Bergelson, 3.76 ,17,88,https://www.goodreads.com/book/show/11835103-het-geheim-van-rakitne,https://www.goodreads.com/author/show/68610.Dovid_Bergelson
"Der Erzherzog, der den Schwarzmarkt regierte, Matrosen liebte und mein Großvater wurde",Наталка Сняданко, 3.80 ,108,88,https://www.goodreads.com/book/show/57315462-der-erzherzog-der-den-schwarzmarkt-regierte-matrosen-liebte-und-mein-g,https://www.goodreads.com/author/show/5188351._
Мартин Боруля,Іван Карпенко-Карий, 3.56 ,227,87,https://www.goodreads.com/book/show/23280933,https://www.goodreads.com/author/show/6549443._
De familie Masjber,Der Nister, 4.08 ,107,87,https://www.goodreads.com/book/show/13480385-de-familie-masjber,https://www.goodreads.com/author/show/1063639.Der_Nister
Mondegreen: Songs about Death and Love,Volodymyr Rafeyenko, 4.16 ,182,87,https://www.goodreads.com/book/show/58885915-mondegreen,https://www.goodreads.com/author/show/19628580.Volodymyr_Rafeyenko
Катруся уже большая,Забіла Наталя Львівна, 5.00 ,3,86,https://www.goodreads.com/book/show/15817431,https://www.goodreads.com/author/show/6466380._
Метелики на шпильках,Ірина Вільде, 4.52 ,21,86,https://www.goodreads.com/book/show/30354685,https://www.goodreads.com/author/show/4800544._
Сто тисяч,Іван Карпенко-Карий, 3.96 ,253,86,https://www.goodreads.com/book/show/22561785,https://www.goodreads.com/author/show/6549443._
Het lied van het paradijs: het wonderlijke levensverhaal van Sjmoeël-Abbe Aberwo,Itzik Manger, 3.87 ,30,86,https://www.goodreads.com/book/show/11546843-het-lied-van-het-paradijs,https://www.goodreads.com/author/show/324251.Itzik_Manger
Najdłuższe czasy,Volodymyr Rafeyenko, 4.14 ,157,86,https://www.goodreads.com/book/show/60666578-najd-u-sze-czasy,https://www.goodreads.com/author/show/19628580.Volodymyr_Rafeyenko
Удивительные приключения мальчика Юрчика и его деда,Забіла Наталя Львівна, 4.25 ,4,85,https://www.goodreads.com/book/show/15817421,https://www.goodreads.com/author/show/6466380._
Кассандра (Kassandra): Ukrainian edition,Lesia Ukrainka, 4.36 ,117,85,https://www.goodreads.com/book/show/24613296-kassandra,https://www.goodreads.com/author/show/5128588.Lesia_Ukrainka
Доктор Серафікус. Без ґрунту,В. Домонтович, 4.56 ,16,85,https://www.goodreads.com/book/show/25459110,https://www.goodreads.com/author/show/6895169._
Engel Und Dämonen Der Peripherie,Yuri Andrukhovych, 4.00 ,3,84,https://www.goodreads.com/book/show/8754584-engel-und-d-monen-der-peripherie,https://www.goodreads.com/author/show/14394141.Yuri_Andrukhovych
Rytuał,Marina Dyachenko, 4.15 ,935,84,https://www.goodreads.com/book/show/6365196-rytua,https://www.goodreads.com/author/show/7580817.Marina_Dyachenko
Шедеври,Юрко Позаяк, 4.33 ,42,84,https://www.goodreads.com/book/show/26207345,https://www.goodreads.com/author/show/8343102._
Біс плоті,Валерій Шевчук, 3.60 ,10,84,https://www.goodreads.com/book/show/22712681,https://www.goodreads.com/author/show/5820760._
Енеїда. Наталка-Полтавка,Ivan Kotliarevsky, 3.78 ,102,84,https://www.goodreads.com/book/show/16050172--,https://www.goodreads.com/author/show/7825736.Ivan_Kotliarevsky
Dagboek van een gek / De neus / De mantel,Nikolai Gogol, 4.11 ,594,84,https://www.goodreads.com/book/show/12801448-dagboek-van-een-gek-de-neus-de-mantel,https://www.goodreads.com/author/show/232932.Nikolai_Gogol
Feldstudien über ukrainischen Sex: Roman,Oksana Sabuschko, 4.00 ,3,84,https://www.goodreads.com/book/show/44553852-feldstudien-ber-ukrainischen-sex,https://www.goodreads.com/author/show/2875681.Oksana_Sabuschko
Das Letzte Territorium. Essays,Yuri Andrukhovych, 4.08 ,49,83,https://www.goodreads.com/book/show/6654554-das-letzte-territorium-essays,https://www.goodreads.com/author/show/14394141.Yuri_Andrukhovych
Долина совести,Marina Dyachenko, 4.03 ,296,83,https://www.goodreads.com/book/show/10248952,https://www.goodreads.com/author/show/7580817.Marina_Dyachenko
Украдене щастя,Іван Франко, 4.05 ,309,83,https://www.goodreads.com/book/show/11878535,https://www.goodreads.com/author/show/11097570._
Stemmen in het duister,Julian Stryjkowski, 3.89 ,19,83,https://www.goodreads.com/book/show/11546837-stemmen-in-het-duister,https://www.goodreads.com/author/show/1277766.Julian_Stryjkowski
Planet Wermut: Essays,Oksana Zabuzhko, 3.67 ,3,83,https://www.goodreads.com/book/show/23946412-planet-wermut,https://www.goodreads.com/author/show/135444.Oksana_Zabuzhko
Пещера,Marina Dyachenko, 4.18 ,288,82,https://www.goodreads.com/book/show/5477198,https://www.goodreads.com/author/show/7580817.Marina_Dyachenko
Художник,Taras Shevchenko, 4.07 ,59,82,https://www.goodreads.com/book/show/16136956,https://www.goodreads.com/author/show/135390.Taras_Shevchenko
Педагогическая Поэма,Anton Makarenko, 4.32 ,644,81,https://www.goodreads.com/book/show/2040088._,https://www.goodreads.com/author/show/4575916.Anton_Makarenko
Федько-Халамидник,Volodymyr Vynnychenko, 4.20 ,202,81,https://www.goodreads.com/book/show/17401052--,https://www.goodreads.com/author/show/4803227.Volodymyr_Vynnychenko
Гайдамаки,Taras Shevchenko, 3.71 ,185,81,https://www.goodreads.com/book/show/16050180,https://www.goodreads.com/author/show/135390.Taras_Shevchenko
3:1,Yuri Izdryk, 3.65 ,26,80,https://www.goodreads.com/book/show/22029644-3,https://www.goodreads.com/author/show/5188382.Yuri_Izdryk
"Гамлєт, або Феномен датського кацапізма",Лесь Подерв'янський, 4.00 ,57,80,https://www.goodreads.com/book/show/17880525,https://www.goodreads.com/author/show/7075617._
Повiя,Panas Myrny, 4.20 ,334,80,https://www.goodreads.com/book/show/7779989-i,https://www.goodreads.com/author/show/3392161.Panas_Myrny
A New Orthography: Poems,Serhiy Zhadan, 4.50 ,14,80,https://www.goodreads.com/book/show/49070678-a-new-orthography,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan
Арсен,Irene Rozdobudko, 4.23 ,26,79,https://www.goodreads.com/book/show/17163124,https://www.goodreads.com/author/show/5622369.Irene_Rozdobudko
"Націоналізм, сексуальність, орієнталізм: складний світ Агатангела Кримського",Соломія Павличко, 4.66 ,47,79,https://www.goodreads.com/book/show/20317920,https://www.goodreads.com/author/show/6150335._
Warum ich nicht im Netz bin: Gedichte und Prosa aus dem Krieg,Serhiy Zhadan, 3.75 ,8,79,https://www.goodreads.com/book/show/60659501-warum-ich-nicht-im-netz-bin,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan
Біографія випадкового чуда,Таня Малярчук, 3.97 ,147,78,https://www.goodreads.com/book/show/15823678,https://www.goodreads.com/author/show/4145670._
Вирід,Осип Шпитко, 4.67 ,3,78,https://www.goodreads.com/book/show/30245753,https://www.goodreads.com/author/show/15271859._
"Колекція пристрастей, або Пригоди молодої українки",Natalka Sniadanko, 3.46 ,85,77,https://www.goodreads.com/book/show/13412768,https://www.goodreads.com/author/show/22362931.Natalka_Sniadanko
"What We Live For, What We Die For: Selected Poems",Serhiy Zhadan, 3.86 ,21,77,https://www.goodreads.com/book/show/41833051-what-we-live-for-what-we-die-for,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan
A Kingdom Of Fallen Statues: Poems And Essays,Oksana Zabuzhko, 4.00 ,6,76,https://www.goodreads.com/book/show/2627368-a-kingdom-of-fallen-statues,https://www.goodreads.com/author/show/135444.Oksana_Zabuzhko
Кітч і література. Травестії,Тамара Гундорова, 4.17 ,18,76,https://www.goodreads.com/book/show/13132192,https://www.goodreads.com/author/show/5358851._
"Я, ""Побєда"" і Берлін",Kuzma Skryabin, 4.22 ,734,76,https://www.goodreads.com/book/show/16177891,https://www.goodreads.com/author/show/6590383.Kuzma_Skryabin
Daughter,Tamara Duda, 4.69 ,841,76,https://www.goodreads.com/book/show/60148187-daughter,https://www.goodreads.com/author/show/22449782.Tamara_Duda
Апологія модерну: обрис ХХ віку,Віра Агеєва, 4.00 ,5,75,https://www.goodreads.com/book/show/26518894,https://www.goodreads.com/author/show/6898574._
Енциклопедія нашого українознавства,Володимир Павлів, 4.00 ,2,75,https://www.goodreads.com/book/show/27135354,https://www.goodreads.com/author/show/14593750._
Маруся Чурай. Історичний роман у віршах,Lina Kostenko, 4.23 ,542,75,https://www.goodreads.com/book/show/751410._,https://www.goodreads.com/author/show/5025003.Lina_Kostenko
Vielleicht Esther,Katja Petrowskaja, 3.82 ,1.237,75,https://www.goodreads.com/book/show/29971081-vielleicht-esther,https://www.goodreads.com/author/show/6893299.Katja_Petrowskaja
Супермаркет Одиночества,Irena Karpa, 3.40 ,171,74,https://www.goodreads.com/book/show/9104978,https://www.goodreads.com/author/show/3003504.Irena_Karpa
Постколоніальний синдром. Спостереження,Mykola Riabchuk, 4.64 ,11,74,https://www.goodreads.com/book/show/25835990,https://www.goodreads.com/author/show/3306655.Mykola_Riabchuk
"Україна в огні: кіноповість, щоденник",Олександр Довженко, 4.00 ,385,73,https://www.goodreads.com/book/show/10264290,https://www.goodreads.com/author/show/7035681._
Казки Лірника Сашка,Сашко Лірник, 4.70 ,20,72,https://www.goodreads.com/book/show/23381760,https://www.goodreads.com/author/show/9653209._
"Рукопис, знайдений у Сараґосі",Jan Potocki, 4.10 ,3.257,72,https://www.goodreads.com/book/show/27155588,https://www.goodreads.com/author/show/53464.Jan_Potocki
